CODIGO  ;DESCRICAO DO INSUMO;UNIDADE DE MEDIDA;PRECO MEDIANO R$
38981;TUBO PPR, CLASSE PN 25, DN 40 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;M     ;25,01
38982;TUBO PPR, CLASSE PN 25, DN 50 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;M     ;39,52
38983;TUBO PPR, CLASSE PN 25, DN 63 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;M     ;69,53
38984;TUBO PPR, CLASSE PN 25, DN 75 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;M     ;95,58
38985;TUBO PPR, CLASSE PN 25, DN 90 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;M     ;164,34
38032;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 150 MM/ DE 160 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;59,27
38033;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 200 MM/ DE 200 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;100,75
38034;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 250 MM/ DE 250 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;157,83
38035;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 300 MM/ DE 315 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;232,19
38036;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 350 MM/ DE 355 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;312,79
38037;TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 400 MM/ DE 400 MM, REDE COLETORA ESGOTO                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;413,15
9850;TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO REFORCADO, DN = 150 MM, COMPRIMENTO = 2 M                                                                                                                                                                                                                                                                                                                                                                                                                  ;M     ;147,75
9853;TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO REFORCADO, DN = 200 MM, COMPRIMENTO = 2 M                                                                                                                                                                                                                                                                                                                                                                                                                  ;M     ;262,74
9854;TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO STANDARD, DN = 154 MM, COMPRIMENTO = 2 M                                                                                                                                                                                                                                                                                                                                                                                                                   ;M     ;115,12
9851;TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO STANDARD, DN = 206 MM, COMPRIMENTO = 2 M                                                                                                                                                                                                                                                                                                                                                                                                                   ;M     ;199,62
9825;TUBO PVC DEFOFO, JEI, 1 MPA, DN 100 MM, PARA REDE DE AGUA (NBR 7665)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;47,37
9828;TUBO PVC DEFOFO, JEI, 1 MPA, DN 150 MM, PARA REDE DE AGUA (NBR 7665)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;127,48
9829;TUBO PVC DEFOFO, JEI, 1 MPA, DN 200 MM, PARA REDE DE AGUA (NBR 7665)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;216,05
9826;TUBO PVC DEFOFO, JEI, 1 MPA, DN 250 MM, PARA REDE DE AGUA (NBR 7665)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;328,91
9827;TUBO PVC DEFOFO, JEI, 1 MPA, DN 300 MM, PARA REDE DE AGUA (NBR 7665)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;467,05
36374;TUBO PVC PBA JEI, CLASSE 12, DN 100 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;56,77
36084;TUBO PVC PBA JEI, CLASSE 12, DN 50 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;16,82
36373;TUBO PVC PBA JEI, CLASSE 12, DN 75 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;34,93
36377;TUBO PVC PBA JEI, CLASSE 15, DN 100 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;68,10
36375;TUBO PVC PBA JEI, CLASSE 15, DN 50 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;20,75
36376;TUBO PVC PBA JEI, CLASSE 15, DN 75 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;40,76
36380;TUBO PVC PBA JEI, CLASSE 20, DN 100 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                      ;M     ;85,16
36378;TUBO PVC PBA JEI, CLASSE 20, DN 50 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;25,52
36379;TUBO PVC PBA JEI, CLASSE 20, DN 75 MM, PARA REDE DE AGUA (NBR 5647)                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;51,44
9859;"TUBO PVC ROSCAVEL, 3/4"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                ";M     ;9,59
9836;TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;15,00
20065;TUBO PVC SERIE NORMAL, DN 150 MM, PARA ESGOTO PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                                          ;M     ;39,21
9835;TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                                           ;M     ;6,55
9838;TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                                           ;M     ;10,82
9837;TUBO PVC SERIE NORMAL, DN 75 MM, PARA ESGOTO PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                                           ;M     ;14,20
44315;TUBO PVC, RIGIDO, CORRUGADO, PERFURADO DN 100 MM, PARA DRENAGEM, SISTEMA IRRIGACAO                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;58,73
9862;"TUBO PVC, ROSCAVEL, 1 1/2"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";M     ;29,58
9861;"TUBO PVC, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";M     ;23,23
9856;"TUBO PVC, ROSCAVEL, 1/2"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                               ";M     ;7,49
9866;"TUBO PVC, ROSCAVEL, 1"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";M     ;20,04
9863;"TUBO PVC, ROSCAVEL, 2 1/2"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";M     ;57,98
9860;"TUBO PVC, ROSCAVEL, 2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                            ";M     ;42,32
9841;TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                            ;M     ;28,25
9840;TUBO PVC, SERIE R, DN 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                            ;M     ;59,67
20067;TUBO PVC, SERIE R, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                             ;M     ;9,16
20068;TUBO PVC, SERIE R, DN 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                             ;M     ;12,90
9839;TUBO PVC, SERIE R, DN 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)                                                                                                                                                                                                                                                                                                                                                                                                                             ;M     ;23,40
9870;TUBO PVC, SOLDAVEL, DE 110 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;M     ;86,48
9867;TUBO PVC, SOLDAVEL, DE 20 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;3,47
9868;TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;3,92
9869;TUBO PVC, SOLDAVEL, DE 32 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;8,46
9874;TUBO PVC, SOLDAVEL, DE 40 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;13,28
9875;TUBO PVC, SOLDAVEL, DE 50 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;14,57
9873;TUBO PVC, SOLDAVEL, DE 60 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;23,97
9871;TUBO PVC, SOLDAVEL, DE 75 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;39,72
9872;TUBO PVC, SOLDAVEL, DE 85 MM, AGUA FRIA (NBR-5648)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;M     ;55,26
7667;"TUBO 26"" EM CHAPA PRETA, E= 3/16"", 147 KG/6 M                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";M     ;3.090,17
7660;"TUBO 30"" EM CHAPA PRETA, E= 1/4"", 175 KG/6 M                                                                                                                                                                                                                                                                                                                                                                                                                                                              ";M     ;3.939,24
7676;"TUBO 30"" EM CHAPA PRETA, E= 3/8"", 177 KG/6 M                                                                                                                                                                                                                                                                                                                                                                                                                                                              ";M     ;3.984,26
12426;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                         ";UN    ;50,70
12425;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 1""                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";UN    ;69,65
12427;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;289,11
12428;UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2'                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;UN    ;185,57
12430;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                                         ";UN    ;62,15
12429;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 3""                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";UN    ;467,50
12431;"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 4""                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";UN    ;795,60
12432;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                    ";UN    ;163,63
12434;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                      ";UN    ;53,32
12433;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 1""                                                                                                                                                                                                                                                                                                                                                                                                                                        ";UN    ;104,17
12435;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                    ";UN    ;322,38
12437;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 2""                                                                                                                                                                                                                                                                                                                                                                                                                                        ";UN    ;260,36
12439;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                      ";UN    ;83,56
12438;UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3'                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;471,17
12436;"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 4""                                                                                                                                                                                                                                                                                                                                                                                                                                        ";UN    ;595,19
36357;UNIAO COM FLANGE PPR, COM PARAFUSOS, DN 40 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;126,11
12424;"UNIAO DE FERRO GALVANIZADO, COM ASSENTO CONICO DE BRONZE, DE 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;107,25
12440;"UNIAO DE FERRO GALVANIZADO, COM ASSENTO CONICO DE BRONZE, DE 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;103,67
9884;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                   ";UN    ;77,32
9888;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                   ";UN    ;62,13
9883;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";UN    ;27,11
9886;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 1""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;37,13
9889;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                   ";UN    ;188,12
9887;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;113,70
9885;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";UN    ;35,90
9890;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 3""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;291,45
9891;"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 4""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";UN    ;409,14
36316;UNIAO DUPLA PPR DN 25 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;20,55
36313;UNIAO DUPLA PPR, DN 20 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;UN    ;13,20
